Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
P24100	Q9LZM0	CDKA-1	CYCD7-1	T21J18.20	T7H20.160	LOCUS:2099478	LOCUS:2185178	20706207:0004:HT|20706207:0676:HT
P24100	Q9M3A8	CDKA-1	EMB1796	T21J18.20	F2K15.100	LOCUS:2099478	LOCUS:2082871	20706207:0004:HT|20706207:0676:HT
P24100	Q9SAD3	CDKA-1	SMR8	T21J18.20	T16B5.17	LOCUS:2099478	LOCUS:2196459	20706207:0004:HT|20706207:0676:HT
P24100	Q9SCR2	CDKA-1	KRP2	T21J18.20	T3A5.10	LOCUS:2099478	LOCUS:2101679	20706207:0004:HT|20706207:0676:HT
P24100	Q9SIV2	CDKA-1	RPN1A	T21J18.20	F23N11.10	LOCUS:2099478	LOCUS:2046016	20706207:0004:HT|20706207:0676:HT
P24100	Q9SJJ5	CDKA-1	CKS2	T21J18.20	T1E2.11	LOCUS:2099478	LOCUS:2057825	20706207:0676:HT|20706207:0004:HT
P24100	Q9SN11	CDKA-1	CYCD3-3	T21J18.20	F3A4.150	LOCUS:2099478	LOCUS:2083128	20706207:0004:HT|20706207:0676:HT
P24100	Q9SR12	CDKA-1	DAN1	T21J18.20	F7O18.10|F7O18_10	LOCUS:2099478	LOCUS:2084873	20706207:0676:HT
P24100	Q9ZPW2	CDKA-1	APC10	T21J18.20	T30D6.20	LOCUS:2099478	LOCUS:2062106	20706207:0090:HT|20706207:0004:HT|20706207:0676:HT
P24100	Q9ZR04	CDKA-1	CYCD6-1	T21J18.20	F4C21.20	LOCUS:2099478	LOCUS:2125522	20706207:0004:HT|20706207:0676:HT
P24636	Q9LK09	TUBB4	SYP32	K9L2.12	K7M2.13	LOCUS:2158755		24556609:0004:HT|24556609:0007:HT
P25697	Q38942	P25697	RAE1	T12O21.4	F23A5.2	LOCUS:2195366	LOCUS:2025732	21189294:0004:HT
P25819	Q24JJ9	CAT2	NUP43	M4E13.140	F6I18.250	LOCUS:2131591	LOCUS:2126689	21189294:0004:HT
P25856	Q38942	GAPA1	RAE1	MLJ15.4|MLJ15_5	F23A5.2	LOCUS:2090802	LOCUS:2025732	21189294:0004:HT
P25857	Q38942	GAPB	RAE1	F13A11.3	F23A5.2	LOCUS:2009864	LOCUS:2025732	21189294:0004:HT
P25859	Q38819	CDKB1-1	CYCA2-3	F24B22.140	T16N11.8	LOCUS:2080290	LOCUS:2196563	20706207:0676:HT|20706207:0004:HT
P25859	Q39067	CDKB1-1	CYCB1-2	F24B22.140	MBL20.2	LOCUS:2080290	LOCUS:2160722	20706207:0676:HT
P25859	Q39070	CDKB1-1	CYCB2-2	F24B22.140	F8D20.130	LOCUS:2080290	LOCUS:2127948	20706207:0004:HT
P25859	Q39071	CDKB1-1	CYCA2-1	F24B22.140	F18G18.15	LOCUS:2080290		20706207:0004:HT|20706207:0676:HT
P25859	Q8LGA1	CDKB1-1	CYCD4-1	F24B22.140	MNA5.15	LOCUS:2080290		20706207:0004:HT|20706207:0676:HT
P25859	Q8LSZ4	CDKB1-1	E2FE	F24B22.140	T24C20.40	LOCUS:2080290	LOCUS:2100444	20706207:0676:HT
P25859	Q8RWL0	CDKB1-1	E2FF	F24B22.140	T22N4.4	LOCUS:2080290	LOCUS:2100272	20706207:0004:HT
P25859	Q9LKZ3	CDKB1-1	RBR1	F24B22.140	F28J15.11	LOCUS:2080290	LOCUS:2082194	20706207:0090:HT|20706207:0004:HT|20706207:0676:HT
P25859	Q9LPP4	CDKB1-1	SMR1	F24B22.140	F13M14.31|F18K10.10	LOCUS:2080290	LOCUS:505006334	20706207:0004:HT|20706207:0676:HT
P25859	Q9LZ78	CDKB1-1	SIM	F24B22.140	T32M21.70	LOCUS:2080290	LOCUS:2184422	20706207:0004:HT|20706207:0676:HT
P25859	Q9SA32	CDKB1-1	CYCB3-1	F24B22.140	F3O9.13	LOCUS:2080290	LOCUS:2032870	20706207:0004:HT|20706207:0676:HT
P25859	Q9SFW6	CDKB1-1	CYCB2-4	F24B22.140	F15M4.19|T23E18.24	LOCUS:2080290	LOCUS:2014574	20706207:0004:HT|20706207:0676:HT
P25859	Q9SGE2	CDKB1-1	SMR2	F24B22.140	T23G18.4|T6D22.27	LOCUS:2080290	LOCUS:2199998	20706207:0004:HT|20706207:0676:HT
P25859	Q9SJJ5	CDKB1-1	CKS2	F24B22.140	T1E2.11	LOCUS:2080290	LOCUS:2057825	20706207:0676:HT|20706207:0004:HT
P25864	Q38942	RPL9	RAE1	F28D10_80	F23A5.2	LOCUS:2082127	LOCUS:2025732	21189294:0004:HT
P25864	Q9CAF4	RPL9	NUP1	F28D10_80	F13M14.6|F18K10.27	LOCUS:2082127	LOCUS:2075785	21189294:0004:HT
P25873	Q9CAF4	RPL15	NUP1	MPE11.32|MPE11.9|MPE11_7	F13M14.6|F18K10.27	LOCUS:2092155	LOCUS:2075785	21189294:0004:HT
P27140	Q24JJ9	BCA1	NUP43	F4P13.5	F6I18.250	LOCUS:2084198	LOCUS:2126689	21189294:0004:HT
P27140	Q38942	BCA1	RAE1	F4P13.5	F23A5.2	LOCUS:2084198	LOCUS:2025732	21189294:0004:HT
P28769	Q24JJ9	CCT1	NUP43	MAL21.5	F6I18.250	LOCUS:2087605	LOCUS:2126689	21189294:0004:HT
P28769	Q38942	CCT1	RAE1	MAL21.5	F23A5.2	LOCUS:2087605	LOCUS:2025732	21189294:0004:HT
P28769	Q501D5	CCT1	ETG1	MAL21.5	T2P4.10	LOCUS:2087605	LOCUS:2061833	20706207:0004:HT|20706207:0676:HT
P28769	Q8L3Z8	CCT1	FZR2	MAL21.5	F7H19.90	LOCUS:2087605	LOCUS:2127263	20706207:0004:HT|20706207:0676:HT
P28769	Q8LPL5	CCT1	FZR3	MAL21.5	MAC12.21	LOCUS:2087605	LOCUS:2159078	20706207:0004:HT|20706207:0676:HT
P28769	Q8VZS9	CCT1	FZR1	MAL21.5	T26M18.130	LOCUS:2087605	LOCUS:2137030	20706207:0004:HT|20706207:0676:HT
P28769	Q9LJN8	CCT1	BUB3.1	MAL21.5	MMB12.5	LOCUS:2087605	LOCUS:2091211	20706207:0004:HT|20706207:0676:HT
P28769	Q9S7H3	CCT1	CDC20-3	MAL21.5	F15P11.5	LOCUS:2087605	LOCUS:2144372	20706207:0004:HT|20706207:0676:HT
P29197	Q38942	CPN60	RAE1	F14O13.18	F23A5.2	LOCUS:2076081	LOCUS:2025732	21189294:0004:HT
P29197	Q9SJR5	CPN60	GRF3	F14O13.18	F1O11.3	LOCUS:2076081	LOCUS:2044873	21094157:0004:HT
P29197	Q9SU44	CPN60	GRF8	F14O13.18	T19F6.5	LOCUS:2076081	LOCUS:2134986	21094157:0004:HT
P29513	Q24JJ9	TUBB5	NUP43	T20H2.21	F6I18.250	LOCUS:2198661	LOCUS:2126689	21189294:0004:HT
P29513	Q38942	TUBB5	RAE1	T20H2.21	F23A5.2	LOCUS:2198661	LOCUS:2025732	21189294:0004:HT
P29513	Q9LK09	TUBB5	SYP32	T20H2.21	K7M2.13	LOCUS:2198661		24556609:0004:HT|24556609:0007:HT
P29517	Q38942	TUBB9	RAE1	T13K14.50	F23A5.2	LOCUS:2133084	LOCUS:2025732	21189294:0004:HT
P29517	Q9CAF4	TUBB9	NUP1	T13K14.50	F13M14.6|F18K10.27	LOCUS:2133084	LOCUS:2075785	21189294:0004:HT
P29525	Q24JJ9	P29525	NUP43	F13M23.280	F6I18.250	LOCUS:2117328	LOCUS:2126689	21189294:0004:HT
P30183	Q8LF80	CYCB1-1	CDKB2-1	F6G17.140	F14G6.14	LOCUS:2126377	LOCUS:2011761	20706207:0004:HT|20706207:0676:HT
P30183	Q8LG64	CYCB1-1	CDKB2-2	F6G17.140	F9H16.8	LOCUS:2126377	LOCUS:2037410	20706207:0004:HT|20706207:0676:HT
P31167	Q24JJ9	AAC1	NUP43	F17O14.5	F6I18.250	LOCUS:2077778	LOCUS:2126689	21189294:0004:HT
P31167	Q38942	AAC1	RAE1	F17O14.5	F23A5.2	LOCUS:2077778	LOCUS:2025732	21189294:0004:HT
P31167	Q39233	AAC1	SYP21	F17O14.5	F5E19_170	LOCUS:2077778	LOCUS:2148960	24556609:0004:HT|24556609:0007:HT
P31167	Q9FFK1	AAC1	SYP31	F17O14.5	MJJ3.17	LOCUS:2077778	LOCUS:2166419	24556609:0004:HT|24556609:0007:HT
P31167	Q9LK09	AAC1	SYP32	F17O14.5	K7M2.13	LOCUS:2077778		24556609:0004:HT|24556609:0007:HT
P31167	Q9SVC2	AAC1	SYP122	F17O14.5	F22O6_220	LOCUS:2077778	LOCUS:2079894	24556609:0004:HT|24556609:0007:HT
P31167	Q9ZQZ8	AAC1	SYP123	F17O14.5	F4C21.26	LOCUS:2077778	LOCUS:2125487	24556609:0004:HT|24556609:0007:HT
P31167	Q9ZSD4	AAC1	SYP121	F17O14.5	F26K24.11	LOCUS:2077778	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
P34788	Q9LK09	RPS18A|RPS18B|RPS18C	SYP32	T22J18.5|F12G12.15|T15K4.9|F17A8.150	K7M2.13	LOCUS:2005541|LOCUS:2009066|LOCUS:2199670		24556609:0007:HT
P34790	Q9SJR5	CYP18-3	GRF3	T9A14.20	F1O11.3	LOCUS:2141747	LOCUS:2044873	21094157:0004:HT
P34790	Q9SU44	CYP18-3	GRF8	T9A14.20	T19F6.5	LOCUS:2141747	LOCUS:2134986	21094157:0004:HT
P34795	Q38942	PGIC	RAE1	MJB21.12	F23A5.2	LOCUS:2165462	LOCUS:2025732	21189294:0004:HT
P36210	Q9ZSD4	RPL12A	SYP121	K16N12.4	F26K24.11	LOCUS:2086435	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
P37702	Q24JJ9	TGG1	NUP43	T1N24.7	F6I18.250	LOCUS:2180597	LOCUS:2126689	21189294:0004:HT
P37702	Q38942	TGG1	RAE1	T1N24.7	F23A5.2	LOCUS:2180597	LOCUS:2025732	21189294:0004:HT
P37702	Q9CAF4	TGG1	NUP1	T1N24.7	F13M14.6|F18K10.27	LOCUS:2180597	LOCUS:2075785	21189294:0004:HT
P38557	Q39069	TUBG1	CYCB1-3	F15G16.40	F24K9.20	LOCUS:2076750	LOCUS:2080717	20706207:0004:HT|20706207:0676:HT
P38666	Q9LK09	RPL24B	SYP32	F8J2_190	K7M2.13	LOCUS:2085246		24556609:0004:HT|24556609:0007:HT
P39207	Q8W5S1	NDK1	CYCH1-1	T30A10.80	F15A18.80		LOCUS:2143671	20706207:0004:HT|20706207:0676:HT
P39207	Q9SN11	NDK1	CYCD3-3	T30A10.80	F3A4.150		LOCUS:2083128	20706207:0004:HT|20706207:0676:HT
P40941	Q24JJ9	AAC2	NUP43	T6I14_20	F6I18.250	LOCUS:2185041	LOCUS:2126689	21189294:0004:HT
P40941	Q38942	AAC2	RAE1	T6I14_20	F23A5.2	LOCUS:2185041	LOCUS:2025732	21189294:0004:HT
P40941	Q9LK09	AAC2	SYP32	T6I14_20	K7M2.13	LOCUS:2185041		24556609:0004:HT|24556609:0007:HT
P41127	Q9LK09	RPL13B	SYP32	T2J13.150	K7M2.13	LOCUS:2101283		24556609:0007:HT
P41151	Q9SJR5	HSFA1A	GRF3	DL4910C|FCAALL.107	F1O11.3	LOCUS:2005495	LOCUS:2044873	21094157:0004:HT
P41151	Q9SU44	HSFA1A	GRF8	DL4910C|FCAALL.107	T19F6.5	LOCUS:2005495	LOCUS:2134986	21094157:0004:HT
P41377	Q24JJ9	TIF4A-2	NUP43	F20D21.9|F20D21_52	F6I18.250	LOCUS:2020078	LOCUS:2126689	21189294:0004:HT
P41917	Q9SJR5	RAN2	GRF3	F28I16.170	F1O11.3	LOCUS:2147715	LOCUS:2044873	21094157:0004:HT
P42036	Q9ZSD4	RPS14C	SYP121	F22O6_40|F3C22.6	F26K24.11	LOCUS:2079914	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
P42698	Q9SJR5	DRT111	GRF3	F26G16.10	F1O11.3	LOCUS:2028130	LOCUS:2044873	21094157:0004:HT
P42742	Q9SU44	PBF1	GRF8	T4C21_230	T19F6.5	LOCUS:2101846	LOCUS:2134986	21094157:0004:HT
P42752	Q0WNX9	CYCD2-1	KRP6	F14M13.11	MVI11.5		LOCUS:2094118	20706207:0004:HT|20706207:0676:HT
P42752	Q1JPP8	CYCD2-1	SMR4	F14M13.11	T7H20.270		LOCUS:2185213	20706207:0004:HT|20706207:0676:HT
P42752	Q29Q81	CYCD2-1	SMR6	F14M13.11	K21I16.3		LOCUS:2155657	20706207:0004:HT|20706207:0676:HT
P42752	Q56XA8	CYCD2-1	Q56XA8	F14M13.11				20706207:0676:HT
P42752	Q8GXS3	CYCD2-1	CFIS2	F14M13.11	M7J2.80		LOCUS:2131839	20706207:0004:HT|20706207:0676:HT
P42752	Q8GYJ3	CYCD2-1	KRP4	F14M13.11	F24L7.15		LOCUS:2046427	20706207:0004:HT|20706207:0676:HT
P42752	Q8H104	CYCD2-1	Q8H104	F14M13.11	F10M23.210		LOCUS:2116397	20706207:0004:HT|20706207:0676:HT
P42752	Q8VYI4	CYCD2-1	Q8VYI4	F14M13.11	F10B6.22|F10B6_22		LOCUS:2006867	20706207:0004:HT|20706207:0676:HT
P42752	Q8W0Z7	CYCD2-1	Q8W0Z7	F14M13.11	T12H1.16		LOCUS:2096289	20706207:0004:HT|20706207:0676:HT
P42752	Q94CK4	CYCD2-1	ANNAT8	F14M13.11	T2L20		LOCUS:505006606	20706207:0004:HT
P42752	Q94CK9	CYCD2-1	LRP1	F14M13.11	T2L20		LOCUS:505006601	20706207:0004:HT|20706207:0676:HT
P42752	Q94CL9	CYCD2-1	KRP7	F14M13.11	F14J22.14		LOCUS:2012186	20706207:0004:HT|20706207:0676:HT
P42752	Q94F20	CYCD2-1	DGR2	F14M13.11	F18G18.200|F18G18_200		LOCUS:2145457	20706207:0004:HT
P42752	Q95748	CYCD2-1	NAD9	F14M13.11				20706207:0676:HT
P42752	Q9FJH6	CYCD2-1	ABCF1	F14M13.11	MAE1.10		LOCUS:2159300	20706207:0004:HT|20706207:0676:HT
P42752	Q9FKB5	CYCD2-1	KRP3	F14M13.11	K24G6.15			20706207:0004:HT|20706207:0676:HT
P42752	Q9FY99	CYCD2-1	G6PD2	F14M13.11	T19L5_70		LOCUS:2179887	20706207:0004:HT|20706207:0676:HT
P42752	Q9LRY0	CYCD2-1	KRP5	F14M13.11	K7P8.10		LOCUS:2087248	20706207:0004:HT|20706207:0676:HT
P42752	Q9LUW6	CYCD2-1	RH9	F14M13.11	MCB17.17|MCB17.3		LOCUS:2087832	20706207:0004:HT|20706207:0676:HT
P42752	Q9LZ60	CYCD2-1	SMR3	F14M13.11	T22P11.10		LOCUS:2181728	20706207:0004:HT|20706207:0676:HT
P42752	Q9M3D0	CYCD2-1	T26I12.70	F14M13.11			LOCUS:2100606	20706207:0004:HT|20706207:0676:HT
P42752	Q9SAD3	CYCD2-1	SMR8	F14M13.11	T16B5.17		LOCUS:2196459	20706207:0004:HT|20706207:0676:HT
P42752	Q9SCR2	CYCD2-1	KRP2	F14M13.11	T3A5.10		LOCUS:2101679	20706207:0004:HT|20706207:0676:HT
P42752	Q9SJJ5	CYCD2-1	CKS2	F14M13.11	T1E2.11		LOCUS:2057825	20706207:0004:HT|20706207:0676:HT
P42753	Q0WNX9	CYCD3-1	KRP6	F28A23.80	MVI11.5	LOCUS:2124331	LOCUS:2094118	20706207:0004:HT|20706207:0676:HT
P42753	Q1JPP8	CYCD3-1	SMR4	F28A23.80	T7H20.270	LOCUS:2124331	LOCUS:2185213	20706207:0004:HT|20706207:0676:HT
P42753	Q9FPJ8	CYCD3-1	RBP45A	F28A23.80	MBG8.17	LOCUS:2124331	LOCUS:2160210	20706207:0004:HT|20706207:0676:HT
P42753	Q9LVA9	CYCD3-1	GCD1	F28A23.80	MMI9.10	LOCUS:2124331	LOCUS:2167998	20706207:0004:HT|20706207:0676:HT
P42753	Q9LVN2	CYCD3-1	Q9LVN2	F28A23.80	MCK7.2	LOCUS:2124331	LOCUS:2161303	20706207:0004:HT|20706207:0676:HT
P42753	Q9SJJ5	CYCD3-1	CKS2	F28A23.80	T1E2.11	LOCUS:2124331	LOCUS:2057825	20706207:0004:HT|20706207:0676:HT
P42761	Q9SJR5	GSTF10	GRF3	F7F1.8	F1O11.3	LOCUS:2052826	LOCUS:2044873	21094157:0004:HT
P42791	Q38942	RPL18B	RAE1	F18C1.14	F23A5.2	LOCUS:2078077	LOCUS:2025732	21189294:0004:HT
P42791	Q9C829	RPL18B	NUP50A	F18C1.14	F19K6.4	LOCUS:2078077	LOCUS:2018204	21189294:0004:HT
P42791	Q9LK09	RPL18B	SYP32	F18C1.14	K7M2.13	LOCUS:2078077		24556609:0004:HT|24556609:0007:HT
P42795	Q38942	RPL11A	RAE1	F7D19.26	F23A5.2	LOCUS:2052432	LOCUS:2025732	21189294:0004:HT
P42795	Q42374	RPL11A	KN	F7D19.26	F22O13.4	LOCUS:2052432	LOCUS:2025620	24556609:0004:HT|24556609:0007:HT
P42795	Q9LK09	RPL11A	SYP32	F7D19.26	K7M2.13	LOCUS:2052432		24556609:0004:HT|24556609:0007:HT
P42795	Q9SWH4	RPL11A	SYP42	F7D19.26	T10M13.19|T2H3.1	LOCUS:2052432	LOCUS:505006427	24556609:0004:HT|24556609:0007:HT
P42825	Q9SJR5	ATJ2	GRF3	T6G21.11|T6G21_170	F1O11.3	LOCUS:505006628	LOCUS:2044873	21094157:0004:HT
P43254	Q9SU44	COP1	GRF8	T21L14.11	T19F6.5	LOCUS:2059359	LOCUS:2134986	21094157:0004:HT
P43287	Q8VZU2	PIP2-2	SYP132	T2N18.7	T22D6.20	LOCUS:2061773		24556609:0004:HT|24556609:0007:HT
P43298	Q9SJR5	TMK1	GRF3	F15E12.4	F1O11.3	LOCUS:2013825	LOCUS:2044873	21094157:0004:HT
P43298	Q9SU44	TMK1	GRF8	F15E12.4	T19F6.5	LOCUS:2013825	LOCUS:2134986	21094157:0004:HT
P43299	Q501D5	MCM7	ETG1	AGAA.2|T10M13.7	T2P4.10	LOCUS:2132223	LOCUS:2061833	20706207:0004:HT|20706207:0676:HT
P43299	Q9C9H5	MCM7	CEL3	AGAA.2|T10M13.7	F26A9.24	LOCUS:2132223	LOCUS:2825314	20706207:0004:HT|20706207:0676:HT
P43299	Q9SKA8	MCM7	Q9SKA8	AGAA.2|T10M13.7	F20M17.4|F20M17_4	LOCUS:2132223	LOCUS:2045278	20706207:0004:HT|20706207:0676:HT
P43333	Q9CAG1	P43333	Q9CAG1	F21M12.14	F12B7.13|F12B7_13	LOCUS:2024316	LOCUS:2008595	20706207:0004:HT|20706207:0676:HT
P45432	Q9C9U2	CSN1	CDKD-1	T20K12.40	F25P22.11	LOCUS:2098851	LOCUS:2027819	20706207:0004:HT|20706207:0676:HT
P45432	Q9SCR2	CSN1	KRP2	T20K12.40	T3A5.10	LOCUS:2098851	LOCUS:2101679	20706207:0004:HT|20706207:0676:HT
P45434	Q39233	P45434	SYP21	F26H11.8	F5E19_170	LOCUS:2047077	LOCUS:2148960	24556609:0004:HT|24556609:0007:HT
P46010	Q9SU44	NIT3	GRF8	T10D17_110	T19F6.5	LOCUS:2095700	LOCUS:2134986	21094157:0004:HT
P46286	P93654	RPL8A	SYP22	T27K22.11	MSD23.9	LOCUS:2060917	LOCUS:3356150	24556609:0004:HT|24556609:0007:HT
P46286	Q39233	RPL8A	SYP21	T27K22.11	F5E19_170	LOCUS:2060917	LOCUS:2148960	24556609:0004:HT|24556609:0007:HT
P46286	Q42374	RPL8A	KN	T27K22.11	F22O13.4	LOCUS:2060917	LOCUS:2025620	24556609:0004:HT|24556609:0007:HT
P46286	Q8VZU2	RPL8A	SYP132	T27K22.11	T22D6.20	LOCUS:2060917		24556609:0004:HT|24556609:0007:HT
P46286	Q9FFK1	RPL8A	SYP31	T27K22.11	MJJ3.17	LOCUS:2060917	LOCUS:2166419	24556609:0004:HT|24556609:0007:HT
P46286	Q9LK09	RPL8A	SYP32	T27K22.11	K7M2.13	LOCUS:2060917		24556609:0004:HT|24556609:0007:HT
P46286	Q9SVC2	RPL8A	SYP122	T27K22.11	F22O6_220	LOCUS:2060917	LOCUS:2079894	24556609:0004:HT|24556609:0007:HT
P46286	Q9SWH4	RPL8A	SYP42	T27K22.11	T10M13.19|T2H3.1	LOCUS:2060917	LOCUS:505006427	24556609:0004:HT|24556609:0007:HT
P46286	Q9ZQZ8	RPL8A	SYP123	T27K22.11	F4C21.26	LOCUS:2060917	LOCUS:2125487	24556609:0004:HT|24556609:0007:HT
P46286	Q9ZSD4	RPL8A	SYP121	T27K22.11	F26K24.11	LOCUS:2060917	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
P46643	Q9SJR5	ASP1	GRF3	F7F1.18	F1O11.3	LOCUS:2052851	LOCUS:2044873	21094157:0004:HT
P46668	Q9SJR5	ATHB-6	GRF3	F14M13.17	F1O11.3	LOCUS:2041283	LOCUS:2044873	21094157:0004:HT
P46668	Q9SU44	ATHB-6	GRF8	F14M13.17	T19F6.5	LOCUS:2041283	LOCUS:2134986	21094157:0004:HT
P47924	Q9SU44	RIBA1	GRF8	MSJ1.14	T19F6.5	LOCUS:2173373	LOCUS:2134986	21094157:0004:HT
P48007	Q9SJR5	PI	GRF3	F5O24.130	F1O11.3	LOCUS:2149264	LOCUS:2044873	21094157:0004:HT
P48349	Q9SJR5	GRF6	GRF3	F12B17_200	F1O11.3	LOCUS:2142489	LOCUS:2044873	21094157:0004:HT
P48491	Q38942	CTIMC	RAE1	T22E16.100	F23A5.2	LOCUS:2099906	LOCUS:2025732	21189294:0004:HT
P48491	Q8LGU6	CTIMC	CDC27B	T22E16.100	T2G17.20	LOCUS:2099906	LOCUS:2061649	20706207:0004:HT|20706207:0676:HT
P49107	Q24JJ9	PSAN	NUP43	MHJ24.2	F6I18.250		LOCUS:2126689	21189294:0004:HT
P49201	P93654	RPS23B	SYP22	F9G14_270	MSD23.9	LOCUS:2151301	LOCUS:3356150	24556609:0004:HT|24556609:0007:HT
P49201	Q8VZU2	RPS23B	SYP132	F9G14_270	T22D6.20	LOCUS:2151301		24556609:0004:HT|24556609:0007:HT
P49201	Q9SUJ1	RPS23B	SYP43	F9G14_270	F18C1.2	LOCUS:2151301	LOCUS:2078042	24556609:0004:HT|24556609:0007:HT
P49205	Q9LK09	RPS17A	SYP32	T1O3.20	K7M2.13	LOCUS:2058324		24556609:0004:HT|24556609:0007:HT
P49209	Q38942	RPL9B|RPL9C	RAE1	T9L6.2|T9L6.5	F23A5.2	LOCUS:2196646|LOCUS:2206965	LOCUS:2025732	21189294:0004:HT
P49333	Q9C9M7	ETR1	CDKD-2	T27F4.9	F4N21.12	LOCUS:2201552	LOCUS:2033349	20706207:0004:HT|20706207:0676:HT
P49333	Q9SJR5	ETR1	GRF3	T27F4.9	F1O11.3	LOCUS:2201552	LOCUS:2044873	21094157:0004:HT
P49689	Q9SVC2	RPS30A|RPS30B|RPS30C	SYP122	F6F22.22|F17A13.210|MIK19.12	F22O6_220	LOCUS:2051985|LOCUS:2118244|LOCUS:2164986	LOCUS:2079894	24556609:0004:HT|24556609:0007:HT
P49689	Q9ZSD4	RPS30A|RPS30B|RPS30C	SYP121	F6F22.22|F17A13.210|MIK19.12	F26K24.11	LOCUS:2051985|LOCUS:2118244|LOCUS:2164986	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
P49691	Q38942	RPL4D	RAE1	F9G14_180	F23A5.2	LOCUS:2151296	LOCUS:2025732	21189294:0004:HT
P49691	Q9SVC2	RPL4D	SYP122	F9G14_180	F22O6_220	LOCUS:2151296	LOCUS:2079894	24556609:0004:HT|24556609:0007:HT
P49691	Q9ZQZ8	RPL4D	SYP123	F9G14_180	F4C21.26	LOCUS:2151296	LOCUS:2125487	24556609:0004:HT|24556609:0007:HT
P49691	Q9ZSD4	RPL4D	SYP121	F9G14_180	F26K24.11	LOCUS:2151296	LOCUS:2081476	24556609:0004:HT|24556609:0007:HT
P49692	Q9LK09	RPL7AA	SYP32	T30B22.8	K7M2.13	LOCUS:2062057		24556609:0004:HT|24556609:0007:HT
P51412	Q9CAF4	RPL21	NUP1	F15O4.7	F13M14.6|F18K10.27	LOCUS:2014711	LOCUS:2075785	21189294:0004:HT
P51413	Q9LK09	RPL17B	SYP32	T1F15.11	K7M2.13	LOCUS:2197624		24556609:0004:HT|24556609:0007:HT
P51430	Q9LK09	RPS6B	SYP32	F12B17_290	K7M2.13	LOCUS:2142464		24556609:0007:HT
P52420	Q9SJR5	PUR2	GRF3	F21M12.22	F1O11.3	LOCUS:2024321	LOCUS:2044873	21094157:0004:HT
P53492	Q9LK09	ACT7	SYP32	MYH9.2	K7M2.13	LOCUS:2178128		24556609:0004:HT|24556609:0007:HT
P53496	Q38942	ACT11	RAE1	T21B14.7|T21B14_108|T23B7.5	F23A5.2	LOCUS:2099302	LOCUS:2025732	21189294:0004:HT
P53496	Q9LK09	ACT11	SYP32	T21B14.7|T21B14_108|T23B7.5	K7M2.13	LOCUS:2099302		24556609:0004:HT|24556609:0007:HT
P53497	P93654	ACT12	SYP22	F12A12.40	MSD23.9	LOCUS:2075160	LOCUS:3356150	24556609:0004:HT|24556609:0007:HT
P53497	Q39233	ACT12	SYP21	F12A12.40	F5E19_170	LOCUS:2075160	LOCUS:2148960	24556609:0004:HT|24556609:0007:HT
P53497	Q9FFK1	ACT12	SYP31	F12A12.40	MJJ3.17	LOCUS:2075160	LOCUS:2166419	24556609:0004:HT|24556609:0007:HT
P53497	Q9LK09	ACT12	SYP32	F12A12.40	K7M2.13	LOCUS:2075160		24556609:0004:HT|24556609:0007:HT
P53497	Q9SUJ1	ACT12	SYP43	F12A12.40	F18C1.2	LOCUS:2075160	LOCUS:2078042	24556609:0004:HT|24556609:0007:HT
P53497	Q9SVC2	ACT12	SYP122	F12A12.40	F22O6_220	LOCUS:2075160	LOCUS:2079894	24556609:0004:HT|24556609:0007:HT
P53497	Q9SWH4	ACT12	SYP42	F12A12.40	T10M13.19|T2H3.1	LOCUS:2075160	LOCUS:505006427	24556609:0004:HT|24556609:0007:HT
P53497	Q9ZQZ8	ACT12	SYP123	F12A12.40	F4C21.26	LOCUS:2075160	LOCUS:2125487	24556609:0004:HT|24556609:0007:HT
P54609	Q38942	CDC48A	RAE1	F8A24.11	F23A5.2	LOCUS:2085064	LOCUS:2025732	21189294:0004:HT
P54887	Q9LM91	P5CSA	CYCB2-5	T5I7.10	F2D10.8|F5M15.8	LOCUS:2063907	LOCUS:2030457	20706207:0004:HT
P54887	Q9SFW6	P5CSA	CYCB2-4	T5I7.10	F15M4.19|T23E18.24	LOCUS:2063907	LOCUS:2014574	20706207:0676:HT
P54888	Q9SFW6	P5CSB	CYCB2-4	F1I16_20	F15M4.19|T23E18.24	LOCUS:2078911	LOCUS:2014574	20706207:0676:HT
P54967	Q9SU44	BIO2	GRF8	T01O24.10	T19F6.5	LOCUS:2005497	LOCUS:2134986	21094157:0004:HT
P57106	Q9SJR5	MDH2	GRF3	MWF20.2	F1O11.3	LOCUS:2176441	LOCUS:2044873	21094157:0004:HT
P58684	Q9SU44	P58684	GRF8	T28M21.12	T19F6.5	LOCUS:2061161	LOCUS:2134986	21094157:0004:HT
P59223	Q8VZU2	RPS13A	SYP132	T4C21_180	T22D6.20	LOCUS:2101901		24556609:0004:HT|24556609:0007:HT
P59223	Q9FFK1	RPS13A	SYP31	T4C21_180	MJJ3.17	LOCUS:2101901	LOCUS:2166419	24556609:0004:HT|24556609:0007:HT
